ID,Date,# of words in the review,Rating (1-5 stars),Review,,
2172,10/10/20,9,1, u made $ off of me & still i remained loyal!!!,,
2173,10/10/20,9,1, my antivirus picked up on bugs in the app.,,
2174,10/10/20,9,1, breeding tanks won't work and graphics are missing.,,
2175,10/10/20,9,3, fix it asap!,, i luv this game so pls.
2176,10/10/20,9,3, it sucks having to start over when this happens.,,
2177,10/10/20,9,3, and wants to make her aquarium match the game.,,
2178,10/10/20,9,3, some items can only be bought using fish bucks.,,
2179,10/10/20,9,3, free if you don't want to do much.,,
2180,10/10/20,9,3, i'm ok with the way fish bucks are.,,
2181,10/10/20,9,3, also...it keeps stopping and closing for no reason.,,
2182,10/10/20,9,3, best game ever exept uses internet and its slow,,
2183,10/10/20,9,3, why can't they survive for 1 day without me?,,
2184,10/10/20,9,2, i've been playing this for over a year ..,,
2185,10/10/20,9,2, it happens too often to be an isolated glitch.,,
2186,10/10/20,9,2, this is the best game i've  downloaded yet!!!,,
2187,10/10/20,9,2, fix the glitch and give me back my bucks!,,
2188,10/10/20,9,2, force closes everytime i try to buy a fish.,,
2189,10/10/20,9,2, samsung galaxy s3 was fun until they started to happen,,
2190,10/10/20,9,2, wish i could find tap fish 2 on android market,,
2191,10/10/20,9,2, this game used to be fun a year ago.,,
2192,10/10/20,10,5, thank you for sorting the job out ha many thanx :),,
2193,10/10/20,10,5, i just love it and the special events r fun,,
2194,10/10/20,10,5, really addictive with lots of events to keep you interested,,
2195,10/10/20,10,5, its easy and u can take ur time with stuff.,,
2196,10/10/20,10,5, but i love how it has daily goals to achieve.,,
2197,10/10/20,10,5, this is a blast and is fun for all ages,,
2198,10/10/20,10,5, i try to find ways to make the most coins.,,
2199,10/10/20,10,5, great game...needs more things to earn coins n bucks,,
2200,10/10/20,10,5, earning fish bucks is a joke......otherwise it is addicting.,,
2201,10/10/20,10,5, its a game to have when you arent doing anything .,,
2202,10/10/20,10,5, i got a good passing time game if you will,,
2203,10/10/20,10,5, love that you can have your tank as live wallpaper.,,
2204,10/10/20,10,5, me and my hubby play this all day love it,,
2205,10/10/20,10,5, just wish there was an easier way to get coins,,
2206,10/10/20,10,5, it's a good and fun game good for kids,,
2207,10/10/20,10,5, love the game!plag it every day!:)) love it?! :-p,,
2208,10/10/20,10,5, i haven't experienced any bugs with this game yet,,
2209,10/10/20,10,5, oh and by the way i love the frog event,,
2210,10/10/20,10,5, i just wish the fish were hella lot cheaper though....,,
2211,10/10/20,10,5, i haven't experienced any bugs with this game yet,,
2212,10/10/20,10,5, just wish there was an easier way to get coins,,
2213,10/10/20,10,5, enjoy this game if i can keep my fish alive...,,
2214,10/10/20,10,5, nice game my gran son can play this with me,,
2215,10/10/20,10,5, i love this game and so does my little girl.,,
2216,10/10/20,10,5, i can make my own aquarium and name my fish!,,
2217,10/10/20,10,5, fun game just gets boring waiting for fish to grow,,
2218,10/10/20,10,5, i love this game its great for passing the time,,
2219,10/10/20,10,5, no stalling or bugs it's really fun to play,,
2220,10/10/20,10,5, love this game and so does my 4 yr old granddaughter!,,
2221,10/10/20,10,5, iv transfered my game with no problems and  i it.,,
2222,10/10/20,10,5, i tried to restart from last game it wouldn't! !!!!,,
2223,10/10/20,10,5, much cheaper and less messy than a real fish tank.,,
2224,10/10/20,10,5, it is great but breading takes a little to long.,,
2225,10/10/20,10,5, its like having real fish and not having to pay,,
2226,10/10/20,10,5, best thing is that i haven't paid a cent!,,
2227,10/10/20,10,5, awsome i love it the fish r u sooooo exotic,,
2228,10/10/20,10,5, the game does not stop running very often from connection.,,
2229,10/10/20,10,5, if you don't get it then ur life sucks!,,
2230,10/10/20,10,5, this is a very fun game that keeps me entertained,,
2231,10/10/20,10,5, on the spin..i don't need 4 of each thing.,,
2232,10/10/20,10,5, very cool and why i gave a 5 star rating.i,,
2233,10/10/20,10,5, entertaining something to do as well as keep you occupied.,,
2234,10/10/20,10,5, so creative and wonderful views of your own fish tanks!,,
2235,10/10/20,10,5, i love your game and fish but mostly your game,,
2236,10/10/20,10,5, very fun...especially if you can't get an aquarium.,,
2237,10/10/20,10,5, awesome app gives you something to do when your bored,,
2238,10/10/20,10,5, idk y i put this but yea just playing around,,
2239,10/10/20,10,5, i love this gameg this is second best after tapranchandroid,,
2240,10/10/20,10,5, nice game...but problem is cant get fish bucks easily....,,
2241,10/10/20,10,5, lol its a really fun game if you understand responsibility.:),,
2242,10/10/20,10,5, its a brilliant game as u can breed unusual fish.,,
2243,10/10/20,10,5, always close it self when submarine dive... please fix it..,,
2244,10/10/20,10,5, you may (probably) lose your game functionality in both scenarios.,,
2245,10/10/20,10,5, this is the most gasometer game i have ever played,,
2246,10/10/20,10,5, i love this game wish u had it for computter,,
2247,10/10/20,10,5, happened to me too many times even with fish bucks!,,
2248,10/10/20,10,5, its very fun app for kids love it thumbs up,,
2249,10/10/20,10,5, it's awesome and fun to play all dat long,,
2250,10/10/20,10,5, this is very nice one and i realy enjoy it,,
2251,10/10/20,10,5, great game i have nothing bad to say about it,,
2252,10/10/20,10,5, always will tell my friends to get this awesome game!,,
2253,10/10/20,10,5, best game ever made so happy so i got it     (:,,
2254,10/10/20,10,5, it is easy to earn point and relaxing to play!,,
2255,10/10/20,10,5, great fkr when your bored and want something to do.,,
2256,10/10/20,10,5, my son and i spend hours together playing this game!!,,
2257,10/10/20,10,5, all the good ones cost a lot of fish bucks.,,
2258,10/10/20,10,5, it feels like if i really have a fish tank....,,
2259,10/10/20,10,5, i been using it for awhile and i love it,,
2260,10/10/20,10,5, its cute and a wonderful variety of fish to collect!,,
2261,10/10/20,10,5, you can retrieve your old game when you switch phones.,,
2262,10/10/20,10,5, just wish you could get free fish bucks more often.,,
2263,10/10/20,10,5, but creative and wonderful views of your own fish tanks!,,
2264,10/10/20,10,5, i like all the cool fish thats on this game,,
2265,10/10/20,10,4, needs more breedable fish that don't require fish bucks.,,
2266,10/10/20,10,4, used to rate a five but now is a one.,,
2267,10/10/20,10,4, cool game but fish bucks are few and far between.,,
2268,10/10/20,10,4, wish there was an easier way to make fish bucks!,,
2269,10/10/20,10,4, sometimes it's hard to find the fish you need.,,
2270,10/10/20,10,4, i just wish there were easier ways to gain flashbacks.,,
2271,10/10/20,10,4, great but they just dont give beginers enough to do,,
2272,10/10/20,10,4, it does force close a lot especially after an update.,,
2273,10/10/20,10,4, i try to limit myself to about $10 every couple months...,,
2274,10/10/20,10,4, would love to earn more fish bucks without buying them.,,
2275,10/10/20,10,4, breed fish.feed and show them love & many more options.,,
2276,10/10/20,10,4, this game keeps small children as well as adults occupied.,,
2277,10/10/20,10,4, too bad it costs so much to buy breadable fish,,
2278,10/10/20,10,4, great for relaxing moments without taking up too much time! !!,,
2279,10/10/20,10,4, can't open game anymore due to problems parsing data.,,
2280,10/10/20,10,4, really diverse market of fish and fun topical mini games.,,
2281,10/10/20,10,4, nice pretty virtual fish tank now i finally have one,,
2282,10/10/20,10,4, i love this game... just wish could win fish bucks...,,
2283,10/10/20,10,4, i love decorating my tank and creating and differant fish.,,
2284,10/10/20,10,4, sell all option with 15% commission negates a lot of profit.,,
2285,10/10/20,10,4, it's a fun game and a great time waster.,,
2286,10/10/20,10,4, it's a nice game.plus my kid love it.,,
2287,10/10/20,10,4, forecloses every few minutes and slow to load the game.,,
2288,10/10/20,10,4, game shuts down alot but other than that its great,,
2289,10/10/20,10,4, it is easy to earn point and relaxing to play!,,
2290,10/10/20,10,4, would be 5 stars if i could earn more fish bucks.,,
2291,10/10/20,10,4, good game just needs better way to earn more fishbucks,,
2292,10/10/20,10,4, wish there were more ways to earn free fish bucks.,,
2293,10/10/20,10,4, i just wish there were easier ways to earn fishbucks,,
2294,10/10/20,10,4, other than that it is fun and keeps me busy,,
2295,10/10/20,10,4, needs more breedable fish that don't require fish bucks.,,
2296,10/10/20,10,4, the christmas stuff is exacty the same as last year.,,
2297,10/10/20,10,4, game is cool when your bored at work out school....,,
2298,10/10/20,10,4, the christmas stuff is exacty the same as last year.,,
2299,10/10/20,10,4, wish there were more ways to earn free fish bucks.,,
2300,10/10/20,10,4, it takes time to build the game to serve u!,,
2301,10/10/20,10,4, i keep buying mystery fish but it just wont work.,,
2302,10/10/20,10,1, using the new version and it still loses your money.,,
2303,10/10/20,10,1, it had some force closing problem bt they fixed it.,,
2304,10/10/20,10,1, i am on level 34 so that is alot of fish.,,
2305,10/10/20,10,1, game will not restore since i got my new phone.,,
2306,10/10/20,10,1, using the new version and it still loses your money.,,
2307,10/10/20,10,1, and having to unistall then re-install im fed up.,,
2308,10/10/20,10,1, i am pretty upset my time has been completely wasted.,,
2309,10/10/20,10,1, you will lose everything and gameview studios will not help!!!!,,
2310,10/10/20,10,1, i wouldn't get this game if your into fun.,,
2311,10/10/20,10,1, i have been breeding fish but they are not growing.,,
2312,10/10/20,10,1, all fishes dies if not feed or clean in 12 hours.,,
2313,10/10/20,10,1, updated to the new tapfish and lost 1.6 million in coins.,,
2314,10/10/20,10,1, game has increased in cost to play in last year.,,
2315,10/10/20,10,3, the games fun but rips u off on ur bucks,,
2316,10/10/20,10,3, this game is slow but it is amazing get it !,,
2317,10/10/20,10,3, its fun just not many options 4 breeding w/o money,,
2318,10/10/20,10,3, i even wasted money by buying fish bucks numerous times!,,
2319,10/10/20,10,3, i like the game... but it's way too slow,,
2320,10/10/20,10,3, good game  i love playing it a couple bugs tho,,
2321,10/10/20,10,3, fun play... quits at collectible and mystery categories 99% of time.,,
2322,10/10/20,10,3, can't get enough fish bucks in normal game play.,,
2323,10/10/20,10,3, i live this game.... but the frequent forecloses are annoying.,,
2324,10/10/20,10,3, you must spend actual money to fully enjoy this game.,,
2325,10/10/20,10,3, and pls make the spin paid by coins not bucks.,,
2326,10/10/20,10,3, it is still an addicting yet peaceful game to play.,,
2327,10/10/20,10,3, it's hard to figure out how to get started.,,
2328,10/10/20,10,3, this game is extremely frustratingly slow for me plz fix,,
2329,10/10/20,10,3, i enjoy it but been having problems with it freezing,,
2330,10/10/20,10,3, need to be able to cash in coins for bucks.,,
2331,10/10/20,10,3, i only keep enough fish to keep my soon happy.,,
2332,10/10/20,10,2, i keep buying mystery fish but it just wont work.,,
2333,10/10/20,10,2, it is hard to play this one after tap fish 2.,,
2334,10/10/20,10,2, they can't seem to change my game over correctly.,,
2335,10/10/20,10,2, i wish you could get a xmas scene without bucks.,,
2336,10/10/20,10,2, its awfully pixelly on a bigger screen than a cell.,,
2337,10/10/20,10,2, it force closes a lot and runs slower then ever.,,
2338,10/10/20,10,2, why am i starting the new years fish event today???,,
2339,10/10/20,11,5, if you play ha on facebook you'll love tap fish.,,
2340,10/10/20,11,5, she loves to help her mommy feed the fish every day.,,
2341,10/10/20,11,5, just wish it didn't take so long to earn stuff.,,
2342,10/10/20,11,5, best game on the sceen so much to keep you ingested,,
2343,10/10/20,11,5, you can take care of fish and they look so real!,,
2344,10/10/20,11,5, but need to be able to trade coins for fish bucks.,,
2345,10/10/20,11,5, i like this game i played it sence i was five,,
2346,10/10/20,11,5, this game takes to long for the fish to grow up,,
2347,10/10/20,11,5, the wait for breeding and growth sometimes takes the mick though,,
2348,10/10/20,11,5, been playing for over a year and still check it hourly.,,
2349,10/10/20,11,5, i just wish that fish dont take so long to breed.,,
2350,10/10/20,11,5, good game to kill time with an can breed weird fish,,
2351,10/10/20,11,5, my daughter loves it as we have a real fish tank,,
2352,10/10/20,11,5, tap fish keeps me entertained and always coming back for more,,
2353,10/10/20,11,5, it a great app for keepling your self busy and active,,
2354,10/10/20,11,5, tap fish is cool it keeps mr busy when im bored,,
2355,10/10/20,11,5, i love this game i love helping  my nabors and friends.,,
2356,10/10/20,11,5, so fun and is like really taking care of a fish!!!,,
2357,10/10/20,11,5, it's a beautifully made game that makes passing time fun.,,
2358,10/10/20,11,5, fun game to pass the time and play wil my kids.,,
2359,10/10/20,11,5, i luv this app n play it every day i can!,,
2360,10/10/20,11,5, so fun wish there was a way to make more bucks,,
2361,10/10/20,11,5, please keep coming up with creative ways to improve the events.,,
2362,10/10/20,11,5, its a real like creative way to pretendly own your fish,,
2363,10/10/20,11,5, awesome super fun especially when you can't have real fishies,,
2364,10/10/20,11,5, make it so that coins  can be cashed in for bucks,,
2365,10/10/20,11,5, wish fish bucks were easier to win or cheaper to buy.,,
2366,10/10/20,11,5, i wish that you could get coins and bucks easier though!,,
2367,10/10/20,11,5, this sh** is fun takes ur mind off of stress    cool.....,,
2368,10/10/20,11,5, thank you and great job on inventing this game and entertainment.,,
2369,10/10/20,11,5, they love taking care of the fish almost like real pets!,,
2370,10/10/20,11,5, ive always liked tap fish.i went from cricket to tmobile.,,
2371,10/10/20,11,5, i have gotten so addicted and i absolutely love this game!,,
2372,10/10/20,11,5, ive always liked tap fish.i went from cricket to tmobile.,,
2373,10/10/20,11,5, it would be fun to take treasure hunting snorkeligor diving trips!,,
2374,10/10/20,11,5, my daughter and i play for hours and she loves it!!,,
2375,10/10/20,11,5, and i don't get why most fishies are so expensive.,,
2376,10/10/20,11,5, i'd like to know when my fish are grown up!,,
2377,10/10/20,11,5, i recommend this game to anyone with children that love fish!!,,
2378,10/10/20,11,5, dis gme blowed mi mind cant gt no btta den dis !,,
2379,10/10/20,11,5, i ab love this ap so many fun things to do.,,
2380,10/10/20,11,5, sometimes i like tap fish and then sometimes i hate it.,,
2381,10/10/20,11,5, if you play ha on facebook you'll love tap fish.,,
2382,10/10/20,11,5, very cool game makes you feel you have a real tank.,,
2383,10/10/20,11,5, its fun and enjoyable it feels like u have real fish,,
2384,10/10/20,11,4, 12.29.12 eta 9:24 am looks like the bug was fixed after last update.,,
2385,10/10/20,11,4, oh my gosh what happened to my breeds fish? all gone!,,
2386,10/10/20,11,4, love this game but doesn't alway work on my phone.,,
2387,10/10/20,11,4, great game except the fish bucks that are impossible to get,,
2388,10/10/20,11,4, regularly since time passes in the simulation even when you connected,,
2389,10/10/20,11,4, please add alerts for daily bonus like you do for news.,,
2390,10/10/20,11,4, wouuld  give it 5 stars if it wasnnt slow & didnnt freeze up.,,
2391,10/10/20,11,4, you can do quite a bit even without spending real money.,,
2392,10/10/20,11,4, a nice game to waste away time but a lil slow.,,
2393,10/10/20,11,4, too bad i can't transfer saved game stats and data..,,
2394,10/10/20,11,4, i wish that you could get coins and bucks easier though!,,
2395,10/10/20,11,4, pretty good slow hard to earn fishbucks fish r too expensive,,
2396,10/10/20,11,4, and why can u not get some of the limited breedables?,,
2397,10/10/20,11,4, love everything besides how long it takes to earn fish bux..,,
2398,10/10/20,11,4, frustrating when it happens too much so don't  upload again.,,
2399,10/10/20,11,4, and now i cant even.play the new egyptian dive thing.,,
2400,10/10/20,11,4, also helps me pass a lot of down time at work.,,
2401,10/10/20,11,4, great game to use when in car or out at appointments.,,
2402,10/10/20,11,4, good game... some force close and slowdown from time to time,,
2403,10/10/20,11,4, i like the game but wish the fish could not die.,,
2404,10/10/20,11,1, make it a little more affordable and breed quicker cmon please,,
2405,10/10/20,11,1, and fish headquarters don't care and won't help you.                                               :(  :( :( :( :( :( :( :( :( :( :( :( :( :(,,
2406,10/10/20,11,1, since all the recent updates all it does is force close .,,
2407,10/10/20,11,1, the game so it crashes and you have to start over.,,
2408,10/10/20,11,1, that i don't want and it crashes everytime i play.,,
2409,10/10/20,11,1, this used to be my favorite game ...now i am uninstalling.,,
2410,10/10/20,11,1, and fish headquarters don't care and won't help you.                                               :(  :( :( :( :( :( :( :( :( :( :( :( :( :(,,
2411,10/10/20,11,1, the first time they popped up for things it was fine.,,
2412,10/10/20,11,1," after several times of it saying ""error occured while parsing data""",,
2413,10/10/20,11,1, got 15 million gold coins and can't do anything with it.,,
2414,10/10/20,11,1, use to really like the game not so much any more.,,
2415,10/10/20,11,1, freezes disent work im not a satissfied customer stuff too expensive,,
2416,10/10/20,11,1, i'm sure my fish are all dead....urgent help uninstalled!,,
2417,10/10/20,11,1, it force closes at least twice before it'll even open..,,
2418,10/10/20,11,1, have had this app for a at least a yearor more.,,
2419,10/10/20,11,1, and fish headquarters don't care and won't help you.                                               :(  :( :( :( :( :( :( :( :( :( :( :( :( :(  ?????????????????????,,
2420,10/10/20,11,1, after running one time i had to force close and uninstall.,,
2421,10/10/20,11,1, upgraded to new phone and lost two years worth of game.,,
2422,10/10/20,11,1, this will be the second time i have had this problem.,,
2423,10/10/20,11,1, most of my fish have disapered since i have updated it,,
2424,10/10/20,11,3, sad that the development team has poor quality control on releases.,,
2425,10/10/20,11,3, half my fish are missing and the breed tanks arent working!,,
2426,10/10/20,11,3, fun but it takes too long for the fish to grow.,,
2427,10/10/20,11,3, was working good but now i can't clean my tank,,
2428,10/10/20,11,3, just wish some of the fish weren't so freaking expensive!,,
2429,10/10/20,11,3, fish bucks take way too long unless you use real money,,
2430,10/10/20,11,3, ok but u have to spend money also sometimes freezes up,,
2431,10/10/20,11,3, soon get to the point where challenges rely on fish bucks.,,
2432,10/10/20,11,3, and on social my mum cant get on my new tank.,,
2433,10/10/20,11,3, my 6 year old enjoys game and loves learning about the fish.,,
2434,10/10/20,11,3, cute game but has been force closing lately on my missions.,,
2435,10/10/20,11,3, like the game but the fish prices are way to high.,,
2436,10/10/20,11,2, i thought it was just me but i lost my 4th tank ..,,
2437,10/10/20,11,2, please undo this update and give me back my beautiful tanks.,,
2438,10/10/20,11,2, another problem: all of the expensive coin fish were purged recently.,,
2439,10/10/20,12,5, this is the best coolest virtual pet i've ever had :-d,,
2440,10/10/20,12,5, new year event start on ios devices but not on android devices?,,
2441,10/10/20,12,5, thank you very much for returning all my missing fish and items!,,
2442,10/10/20,12,5, long time game player but lost all my tanks when switched phones.,,
2443,10/10/20,12,5, but some of the items an fish cost to much real money.,,
2444,10/10/20,12,5, its just i ain't willing to spend money for fish money,,
2445,10/10/20,12,5, i love tap fish... never locks up runs great on my nexus 7,,
2446,10/10/20,12,5, oooooohhhh best game ever i gave up excercises for this ap ftw,,
2447,10/10/20,12,5, i love this game there is always something ilove the frog event,,
2448,10/10/20,12,5, going to lose everything in a couple days b/c of that. :(,,
2449,10/10/20,12,5, the fish are so cool and they have rare fish like elles,,
2450,10/10/20,12,5, but none the less its still fun to get up in level.,,
2451,10/10/20,12,5, i love this game.now.i have .my son all into it,,
2452,10/10/20,12,5, won't let me claim reward for collection 7 on new frog event.,,
2453,10/10/20,12,5, luv it now i reinstalled the game again after reading good ratings.,,
2454,10/10/20,12,5, i don't like the fact it takes forever to level up....,,
2455,10/10/20,12,5, haileebug......love it.....but it won't open on my phone anymore.,,
2456,10/10/20,12,5, its actually fun but it takes time to build up every thing,,
2457,10/10/20,12,5, you will feel compelled to care for and about these imaginary fishes.,,
2458,10/10/20,12,5, if i had to rate it from 1 to 10 it would be nuber 10,,
2459,10/10/20,12,5, very addictive game can be transfered to new phones excellnt customer services.,,
2460,10/10/20,12,5, i love this game you can get exotic fish and cool decors!!!,,
2461,10/10/20,12,5, so many things to do and ways to earn coin and fishbucks.,,
2462,10/10/20,12,5, its really cool but you should be able to get bucks faster.,,
2463,10/10/20,12,5, love it... only wish  u can buy fish bucks with your coins,,
2464,10/10/20,12,5, need to find a better way to move game to new phone.,,
2465,10/10/20,12,5, so laggy how to play it will juz make my phone hang,,
2466,10/10/20,12,5, i like this one the game is so addictive but family fun,,
2467,10/10/20,12,5, lol if only i could make money as easily in real life!,,
2468,10/10/20,12,5, love it... only wish  u can buy fish bucks with your coins,,
2469,10/10/20,12,5, i like the fact that you can breed and create more species.,,
2470,10/10/20,12,5, my granddaughter loves feeding the fish and she.enjoys the game too.,,
2471,10/10/20,12,5, this game but wish   that tha breedable   fish weren't so exensive!!!!!!!!????????**************°Ô°Ô°Ô°Ô,,
2472,10/10/20,12,5, taking  care of these fish have become a full time job of.,,
2473,10/10/20,12,5, the game is fun just don't put your money into it.,,
2474,10/10/20,12,5, i ievel up fast by filling half my tanks with green snapper.,,
2475,10/10/20,12,5, i just downloaded it about 4 hours ago and i love it already!!!!,,
2476,10/10/20,12,5, tap yay tap fish love it when i  can't   fall asleep,,
2477,10/10/20,12,5, i like thus game especially the new fishes you can make x),,
2478,10/10/20,12,5, good way to waste some time and fun at the same time.,,
2479,10/10/20,12,5, i love it every time i can get on i play it,,
2480,10/10/20,12,5, its just i ain't willing to spend money for fish money,,
2481,10/10/20,12,5, i love this game.now.i have .my son all into it,,
2482,10/10/20,12,5, love this game.only wish more fish could be purchased with coins,,
2483,10/10/20,12,5, you have to try tap fish my daughter goes nuts about it,,
2484,10/10/20,12,5, this is a very good game if you dont have any pets,,
2485,10/10/20,12,4, you also should be able to do more things with your fish.,,
2486,10/10/20,12,4, i check regularly throught the day to see how my fishies are!!,,
2487,10/10/20,12,4, u can't bring ur tanks with u to a new phone :(,,
2488,10/10/20,12,4, good game but kinda boring when there are no tasks to complete.,,
2489,10/10/20,12,4, great game i love how you have special events and its fun.,,
2490,10/10/20,12,4, fishbucks should be reasonable to obtain through something like tasks or quests.,,
2491,10/10/20,12,4, good game but the fish bucks need to be more easily earned.,,
2492,10/10/20,12,4, very fun and i love fish ha but everything costs fish bucks,,
2493,10/10/20,12,4, it's not a bad game but not a great game either,,
2494,10/10/20,12,4, i love that at the beginning they give you free fish bucks!,,
2495,10/10/20,12,4, fun i just wish you didn't need so many fish bucks.,,
2496,10/10/20,12,4, now i got the galaxy s2 and thrilled to have my aquarium back!,,
2497,10/10/20,12,4, crashes on rare occasion at startup on galaxy note 2... otherwise very fun,,
2498,10/10/20,12,4, i just wish i could afford more fish without paying actual money,,
2499,10/10/20,12,4, and more ways to earn fishbucks without buying them with real money,,
2500,10/10/20,12,4, wish i could have got all my fish i use to have.,,
2501,10/10/20,12,4, it would be more fun if some fish weren't so expensive!,,
2502,10/10/20,12,1, after last uodate im missing my coin fish n i cant breed.,,
2503,10/10/20,12,1, it won't load fish when i clearly have bought the fish.,,
2504,10/10/20,12,1, as soon as i updated i lost over half of my coins.,,
2505,10/10/20,12,1, nothing like spending time on something and having all your work disappear.,,
2506,10/10/20,12,1, i either want my money back or my f'ing fish bucks.,,
2507,10/10/20,12,1, it takes about twenty taps in one spot to clean the tank.,,
2508,10/10/20,12,1, constantly closes and when it does open it closes in the middle,,
2509,10/10/20,12,1, into the game n it freezes every time i try to play.,,
2510,10/10/20,12,1, super dammped sucks put fish best pal on fish live please dun.,,
2511,10/10/20,12,1, tf only cares about selling fishbucks (spend real $ for a 'free' app)  :-(,,
2512,10/10/20,12,1, if your gonna cheat people then just don't do the events,,
2513,10/10/20,12,1, don't spend real $s. problems since august 6th and  still no resolution.,,
2514,10/10/20,12,1, don't spend real $s. problems since august 6th and  still no resolution.,,
2515,10/10/20,12,1, i spent fishbucks to buy a fish & it disappeared from the tank.,,
2516,10/10/20,12,3, example i dont think seahorses are available for coins only fish bucks.,,
2517,10/10/20,12,3, also prices seem a little high for most items in both currency.,,
2518,10/10/20,12,3, i just got a brand new phone and its still doing it.,,
2519,10/10/20,12,3, if anyone knows how to get my game back please tell me.,,
2520,10/10/20,12,3, i wish it was more stuff you can do with your fish.,,
2521,10/10/20,12,3, why not charge for the game instead of charging for fish bucks.,,
2522,10/10/20,12,3, this is an ok app your fish can die in one day!,,
2523,10/10/20,12,2, mystery fish it always tells me i haven't any to breed.,,
2524,10/10/20,12,2, im scared to  buy mystery fish if i can't  breed them.,,
2525,10/10/20,12,2, they die and i have to spend my fishbucks to revive them.,,
2526,10/10/20,13,5, i love it and have my whole family taking care of my fish!,,
2527,10/10/20,13,5, ..wish i could get breeding tanks without fish bucks though. .no bugs ever!,,
2528,10/10/20,13,5, just wish some of the fish weren't so expensive (in fish bucks),,
2529,10/10/20,13,5, so fun but i lost every thing when i uninstalled it for space.,,
2530,10/10/20,13,5, i also understand the need to make money to keep the game going.,,
2531,10/10/20,13,5, my 3 year old son just loves watching the fish swim around for hours!!,,
2532,10/10/20,13,5, give you something to look forward to when you look in your phone,,
2533,10/10/20,13,5, i love it and when i revive my fish it is just 1 dollar!,,
2534,10/10/20,13,5, this is a really fun game if you know how to play it.,,
2535,10/10/20,13,5, do only the challenges that you want to invest the fish bucks in.,,
2536,10/10/20,13,5, it gives me time to take a break and do something i like.,,
2537,10/10/20,13,5, the prices are cheap and get you alot of currency for so little!,,
2538,10/10/20,13,5, now he plays on daddy's ipad and i play on my note.,,
2539,10/10/20,13,5, really good game even without having to spend real money on fish bucks.,,
2540,10/10/20,13,5, enjoy the pleasure of fish w/out the worry of an actual tank,,
2541,10/10/20,13,5, this game is sure to keep u busy for awhile when ur bored.,,
2542,10/10/20,13,5, i just can't get enough of this game i love my fish!!!,,
2543,10/10/20,13,5, i dont know why but i cant stop playing this game...love it,,
2544,10/10/20,13,5, this would be very good app if you could exchange coins for bucks.,,
2545,10/10/20,13,5, really cool game plus you can use it as live wallpaper...great game!!!!,,
2546,10/10/20,13,5, only issue is the game makes it almost impossible to earn free bucks.,,
2547,10/10/20,13,5, just something to relax and play after a long day in the office.,,
2548,10/10/20,13,5, seems real with exciting new breeds coming daily and decor that's awesome,,
2549,10/10/20,13,5, i enjoy this an its easy an realistic in a way nice grafics,,
2550,10/10/20,13,5, love love love this game..force closes alot but still love it.....galaxy s2,,
2551,10/10/20,13,5, great game but would be better if didn't force close so much,,
2552,10/10/20,13,5, this game is just so much fun i can't stop playing it,,
2553,10/10/20,13,5, i am very addicted to this game just that the connection is slow,,
2554,10/10/20,13,5, i can't get my love over 91... even when i purchase different items...,,
2555,10/10/20,13,5, love love love this game..force closes alot but still love it.....galaxy s2,,
2556,10/10/20,13,5, i like all the stuff you can get and lots of different fish,,
2557,10/10/20,13,5, i enjoy this an its easy an realistic in a way nice grafics,,
2558,10/10/20,13,5, no freezes or slow game play and doesn't take alot of space!!,,
2559,10/10/20,13,5, i have personally had the game going on 8 months and have no regrets...,,
2560,10/10/20,13,5, the only thing is the prices of the fish is a little ridiculous.,,
2561,10/10/20,13,5, this is heaps better than any other fish keeping games i have played.,,
2562,10/10/20,13,5, and this is the only game that i wish would message me more.,,
2563,10/10/20,13,5, n love how u can set ure tank as ure live wall paper .,,
2564,10/10/20,13,5, my son has his own tank and takes care of his fish too.,,
2565,10/10/20,13,5, my son has his own tank and takes care of his fish too.,,
2566,10/10/20,13,5, this application is good-looking and also good game to pass thyme with,,
2567,10/10/20,13,5, it keeps me occupied and great way to have pets and relaxed responsibilities,,
2568,10/10/20,13,5, a person/gamer needs to be able to convert coins into fish bucks.,,
2569,10/10/20,13,5, i can't get my love over 91... even when i purchase different items...,,
2570,10/10/20,13,5, i am a fish lover but hate fooling with a real fish tank!,,
2571,10/10/20,13,4, deffinatly a brilliant time killer while the other half has his tv time!,,
2572,10/10/20,13,4, i think the games alright got some glitches but an overall good game,,
2573,10/10/20,13,4, great app just wish you could level up quicker to get more fish.,,
2574,10/10/20,13,4, this game is fun & does well to keep you busy & pass the time.,,
2575,10/10/20,13,4, it never gets boring & the quests are a blast & the fish are beautiful!,,
2576,10/10/20,13,4, great game but there should be an easier way to get fish bucks,,
2577,10/10/20,13,4, i would have given it 5 stars if u give out more fish bucks,,
2578,10/10/20,13,4, still get them even though i've done the action many times before,,
2579,10/10/20,13,4, ive enjoyed it so far doesn't demand a while lot of attention,,
2580,10/10/20,13,4, hey this game is god but you need to many bucks to progress.,,
2581,10/10/20,13,4, the only bad thing i've found is that it occasionally freezes up.,,
2582,10/10/20,13,4, i think the games alright got some glitches but an overall good game,,
2583,10/10/20,13,4, mostly evrythin in the store is able to be bought by fish bucks.,,
2584,10/10/20,13,4, wish some of the better decorations and fish could be purchased with coins.,,
2585,10/10/20,13,4, it becomes a little annoying at times when trying to maintain my fish.,,
2586,10/10/20,13,4, would give it 5 stars if it had more things to do overall great!,,
2587,10/10/20,13,4, wish you could earn more fish bucks for free instead of buying them.,,
